customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_clean,is_churned,tenure_band,charge_band,flag_early_life_0_6,flag_month_to_month,flag_electronic_check,flag_fiber_optic,flag_no_tech_support,flag_fiber_no_tech_support,flag_first_12m_mtm_fiber,flag_priority_segment
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.70,112.75,No,112.75,0,0-6,18-35,1,1,0,0,0,0,0,0
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.40,229.55,Yes,229.55,1,0-6,55-75,1,1,1,1,1,1,1,1
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.70,350.35,No,350.35,0,7-12,35-55,0,1,0,0,1,0,0,0
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.90,No,62.90,0,0-6,18-35,1,1,0,0,0,0,0,0
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,3027.65,0,25-36,75-95,0,0,1,1,0,0,0,0
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.50,Yes,2135.50,1,25-36,75-95,0,1,1,1,1,1,0,1
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,1723.95,0,61-72,18-35,0,0,0,0,0,0,0,0
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,19.75,0,0-6,18-35,1,1,0,0,0,0,0,0
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,3985.35,0,61-72,55-75,0,0,1,0,1,0,0,0
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,1215.65,0,13-24,75-95,0,1,1,1,1,1,0,1
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.60,1502.65,Yes,1502.65,1,25-36,55-75,0,1,0,0,1,0,0,0
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.10,No,3260.10,0,61-72,35-55,0,0,0,0,0,0,0,0
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,35.45,1,0-6,35-55,1,1,1,0,1,0,0,0
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,81.25,1,0-6,35-55,1,1,1,0,1,0,0,0
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.70,1188.20,No,1188.20,0,37-48,18-35,0,0,0,0,0,0,0,0
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.00,1778.50,No,1778.50,0,13-24,75-95,0,1,0,1,1,1,0,0
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.20,1277.75,No,1277.75,0,61-72,18-35,0,0,0,0,0,0,0,0
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.60,1170.55,No,1170.55,0,49-60,18-35,0,0,0,0,0,0,0,0
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,70.45,1,0-6,55-75,1,1,0,1,1,1,1,0
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,6425.65,0,61-72,75-95,0,0,0,0,0,0,0,0
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,563.65,1,7-12,55-75,0,1,1,0,0,0,0,0
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,5971.25,0,61-72,95+,0,0,0,1,1,1,0,0
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.30,5289.05,No,5289.05,0,61-72,75-95,0,0,0,1,1,1,0,0
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.20,No,1756.20,0,61-72,18-35,0,0,0,0,0,0,0,0
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.70,No,6416.70,0,61-72,95+,0,0,0,1,0,0,0,0
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.60,61.35,No,61.35,0,0-6,18-35,1,0,0,0,0,0,0,0
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,45.65,1,0-6,35-55,1,1,1,0,1,0,0,0
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.50,1929.95,No,1929.95,0,25-36,55-75,0,0,0,0,1,0,0,0
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.50,1071.40,No,1071.40,0,13-24,55-75,0,1,0,0,0,0,0,0
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,564.35,0,7-12,55-75,0,1,1,0,0,0,0,0
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.00,655.50,Yes,655.50,1,7-12,95+,0,1,0,1,1,1,1,0
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,7930.55,0,61-72,95+,0,0,0,1,1,1,0,0
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.10,5215.25,No,5215.25,0,61-72,75-95,0,0,1,0,0,0,0,0
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.70,113.50,No,113.50,0,0-6,18-35,1,1,0,0,0,0,0,0
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.90,1152.80,No,1152.80,0,13-24,75-95,0,1,0,1,1,1,0,0
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,1821.95,0,13-24,75-95,0,1,0,1,1,1,0,0
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.90,No,419.90,0,13-24,18-35,0,0,0,0,0,0,0,0
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.00,No,1024.00,0,13-24,55-75,0,0,0,0,1,0,0,0
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.70,251.60,No,251.60,0,7-12,18-35,0,0,0,0,0,0,0,0
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.00,764.55,No,764.55,0,13-24,55-75,0,1,1,0,1,0,0,0
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.40,1592.35,Yes,1592.35,1,13-24,75-95,0,1,1,1,1,1,0,1
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.70,135.20,No,135.20,0,0-6,55-75,1,1,1,1,1,1,1,1
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.90,3958.25,No,3958.25,0,49-60,55-75,0,0,0,0,0,0,0,0
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.60,233.90,No,233.90,0,7-12,18-35,0,0,0,0,0,0,0,0
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.90,1363.45,No,1363.45,0,61-72,18-35,0,0,0,0,0,0,0,0
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.90,273.00,Yes,273.00,1,0-6,55-75,1,1,0,1,1,1,1,0
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,6254.45,0,61-72,75-95,0,0,0,0,0,0,0,0
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.30,2651.20,Yes,2651.20,1,49-60,35-55,0,1,1,0,1,0,0,0
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.40,321.40,No,321.40,0,13-24,18-35,0,1,1,0,0,0,0,0
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,3539.25,0,37-48,75-95,0,0,0,1,0,0,0,0
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.40,242.80,Yes,242.80,1,0-6,95+,1,1,1,1,0,0,1,0
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,1181.75,0,13-24,75-95,0,0,0,0,0,0,0,0
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.20,Yes,5000.20,1,49-60,75-95,0,0,0,1,1,1,0,0
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,654.55,0,25-36,18-35,0,0,0,0,0,0,0,0
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.70,780.20,No,780.20,0,25-36,18-35,0,1,1,0,0,0,0,0
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.70,Yes,1145.70,1,13-24,55-75,0,1,0,1,1,1,0,0
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.60,Yes,503.60,1,7-12,75-95,0,1,0,1,1,1,1,0
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,1559.25,0,13-24,95+,0,1,0,1,1,1,0,0
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.00,No,1252.00,0,61-72,18-35,0,0,0,0,0,0,0,0
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,29.95,1,0-6,18-35,1,1,0,0,1,0,0,0
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.30,45.30,No,45.30,0,0-6,35-55,1,1,0,0,1,0,0,0
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.50,662.65,Yes,662.65,1,7-12,75-95,0,1,0,1,1,1,1,0
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.30,No,2453.30,0,25-36,55-75,0,0,0,0,1,0,0,0
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1111.65,1,13-24,75-95,0,1,1,1,1,1,0,1
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.80,24.80,Yes,24.80,1,0-6,18-35,1,1,1,0,1,0,0,0
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.80,1023.85,No,1023.85,0,13-24,35-55,0,1,0,0,1,0,0,0
8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.40,82.15,No,82.15,0,0-6,18-35,1,1,1,0,0,0,0,0
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.80,No,244.80,0,13-24,18-35,0,0,1,0,0,0,0,0
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.60,2379.10,No,2379.10,0,37-48,55-75,0,1,0,0,1,0,0,0
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.90,3173.35,No,3173.35,0,37-48,55-75,0,0,0,0,0,0,0,0
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.00,531.00,Yes,531.00,1,0-6,75-95,1,1,1,1,1,1,1,1
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.40,No,1375.40,0,61-72,18-35,0,0,0,0,0,0,0,0
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.70,8129.30,No,8129.30,0,61-72,95+,0,0,0,1,1,1,0,0
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.30,1192.70,No,1192.70,0,49-60,18-35,0,0,0,0,0,0,0,0
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,1901.65,0,13-24,95+,0,1,1,1,0,0,0,0
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.10,587.40,No,587.40,0,13-24,18-35,0,0,0,0,0,0,0,0
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,6519.75,0,49-60,95+,0,1,1,1,0,0,0,0
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,8041.65,0,61-72,95+,0,0,0,1,0,0,0,0
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,20.75,0,0-6,18-35,1,1,0,0,0,0,0,0
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.90,2681.15,No,2681.15,0,25-36,95+,0,0,0,1,0,0,0,0
8544-GOQSH,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.30,No,1112.30,0,13-24,75-95,0,1,0,1,0,0,0,0
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.50,No,7405.50,0,61-72,95+,0,0,1,1,1,1,0,0
7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.30,1033.95,No,1033.95,0,13-24,75-95,0,1,0,1,1,1,0,0
9142-KZXOP,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,2958.95,0,37-48,55-75,0,1,0,1,1,1,0,0
7674-YTAFD,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,2684.85,0,25-36,75-95,0,0,0,1,0,0,0,0
6348-SNFUS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.20,No,4179.20,0,61-72,55-75,0,0,0,0,0,0,0,0
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.90,79.90,Yes,79.90,1,0-6,75-95,1,1,1,1,1,1,1,1
7825-ECJRF,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.60,1934.45,Yes,1934.45,1,13-24,95+,0,1,1,1,0,0,0,0
1347-KTTTA,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.10,No,6654.10,0,61-72,95+,0,0,0,1,0,0,0,0
7841-TZDMQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.00,84.50,Yes,84.50,1,0-6,35-55,1,1,0,0,1,0,0,0
4195-NZGTA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,25.25,0,0-6,18-35,1,1,1,0,1,0,0,0
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.20,No,1124.20,0,61-72,18-35,0,0,0,0,0,0,0,0
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.00,540.05,No,540.05,0,25-36,18-35,0,0,1,0,0,0,0,0
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.80,1975.85,No,1975.85,0,13-24,75-95,0,1,1,1,1,1,0,1
0699-NDKJM,Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,3437.45,0,49-60,55-75,0,1,0,0,1,0,0,0
9286-BHDQG,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.80,No,3139.80,0,61-72,35-55,0,0,0,0,0,0,0,0
0230-WEQUW,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.60,3789.20,No,3789.20,0,61-72,55-75,0,0,0,0,0,0,0,0
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.20,5324.50,No,5324.50,0,61-72,75-95,0,0,0,0,0,0,0,0
6496-JDSSB,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.00,624.60,No,624.60,0,7-12,75-95,0,1,0,1,1,1,1,0
9408-SSNVZ,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,268.35,1,0-6,55-75,1,1,1,1,1,1,1,1
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.90,No,1836.90,0,61-72,18-35,0,0,0,0,0,0,0,0
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.20,20.20,No,20.20,0,0-6,18-35,1,0,1,0,0,0,0,0
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,179.35,1,0-6,35-55,1,1,0,0,0,0,0,0
5961-VUSRV,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No,219.35,0,7-12,18-35,0,0,0,0,0,0,0,0
6778-JFCMK,Male,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.60,1288.75,No,1288.75,0,13-24,35-55,0,0,0,0,1,0,0,0
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,2545.75,0,25-36,75-95,0,0,0,0,0,0,0,0
2232-DMLXU,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.20,55.20,Yes,55.20,1,0-6,55-75,1,1,0,0,1,0,0,0
4811-JBUVU,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.90,2723.15,No,2723.15,0,25-36,75-95,0,1,0,1,0,0,0,0
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.30,4107.25,No,4107.25,0,37-48,75-95,0,0,0,0,0,0,0,0
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.00,5760.65,No,5760.65,0,49-60,95+,0,0,0,1,0,0,0,0
3316-UWXUY,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.50,4747.50,No,4747.50,0,49-60,75-95,0,1,0,1,0,0,0,0
8937-RDTHP,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.60,84.60,Yes,84.60,1,0-6,75-95,1,1,0,1,1,1,1,0
7083-MIOPC,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.90,No,1566.90,0,61-72,18-35,0,0,0,0,0,0,0,0
1984-GPTEH,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702.00,No,702.00,0,25-36,18-35,0,1,1,0,0,0,0,0
1251-KRREG,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.40,114.10,Yes,114.10,1,0-6,35-55,1,1,0,0,1,0,0,0
0621-JFHOL,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.60,299.05,No,299.05,0,7-12,18-35,0,0,0,0,0,0,0,0
9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,1305.95,0,13-24,55-75,0,1,1,1,1,1,0,1
0094-OIFMO,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.00,1120.30,Yes,1120.30,1,7-12,95+,0,1,1,1,1,1,1,1
9227-UAQFT,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,No,284.35,0,13-24,18-35,0,0,0,0,0,0,0,0
7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.60,6350.50,No,6350.50,0,61-72,75-95,0,0,0,0,0,0,0,0
6614-FHDBO,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.20,7878.30,No,7878.30,0,61-72,95+,0,0,0,1,0,0,0,0
7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.70,3187.65,No,3187.65,0,37-48,55-75,0,0,0,0,0,0,0,0
9058-HRZSV,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.40,6126.15,No,6126.15,0,61-72,75-95,0,1,1,1,1,1,0,1
